"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2000","12","12063","Jackson County (FL)","40,788","6,989","5,451","8,527","5,451 to 8,527","17.1","13.4","20.9","13.4 to 20.9","10,263","2,334","1,808","2,860","1,808 to 2,860","22.7","17.6","27.9","17.6 to 27.9","7,270","1,563","1,163","1,963","1,163 to 1,963","21.5","16.0","27.0","16.0 to 27.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$29,700","$27,531","$32,039","$27,531 to $32,039"
"1999","12","12063","Jackson County (FL)","40,995","6,862","5,294","8,431","5,294 to 8,431","16.7","12.9","20.6","12.9 to 20.6","10,237","2,426","1,854","2,998","1,854 to 2,998","23.7","18.1","29.3","18.1 to 29.3","7,350","1,741","1,284","2,198","1,284 to 2,198","23.7","17.5","29.9","17.5 to 29.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$28,369","$26,539","$30,325","$26,539 to $30,325"
"1998","12","12063","Jackson County (FL)","40,475","7,650","6,028","9,273","6,028 to 9,273","18.9","14.9","22.9","14.9 to 22.9","11,296","2,902","2,233","3,572","2,233 to 3,572","25.7","19.8","31.6","19.8 to 31.6","8,684","2,229","1,662","2,796","1,662 to 2,796","25.7","19.1","32.2","19.1 to 32.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$26,963","$23,890","$30,020","$23,890 to $30,020"
"1997","12","12063","Jackson County (FL)","NA","8,439","6,634","10,244","6,634 to 10,244","20.8","16.4","25.3","16.4 to 25.3","NA","3,063","2,370","3,755","2,370 to 3,755","27.0","20.9","33.1","20.9 to 33.1","NA","2,234","1,694","2,774","1,694 to 2,774","25.4","19.3","31.5","19.3 to 31.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$25,953","$22,847","$29,043","$22,847 to $29,043"
"1996","12","12063","Jackson County (FL)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1995","12","12063","Jackson County (FL)","NA","8,521","6,797","10,246","6,797 to 10,246","21.0","16.8","25.3","16.8 to 25.3","NA","3,215","2,563","3,866","2,563 to 3,866","28.1","22.4","33.8","22.4 to 33.8","NA","2,152","1,702","2,602","1,702 to 2,602","24.7","19.5","29.8","19.5 to 29.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$24,661","$21,568","$27,738","$21,568 to $27,738"
"1993","12","12063","Jackson County (FL)","NA","8,324","6,653","9,994","6,653 to 9,994","20.9","16.7","25.0","16.7 to 25.0","NA","2,990","2,378","3,603","2,378 to 3,603","26.7","21.2","32.1","21.2 to 32.1","NA","1,954","1,525","2,384","1,525 to 2,384","23.3","18.1","28.4","18.1 to 28.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$22,602","$20,334","$24,857","$20,334 to $24,857"
"1989","12","12063","Jackson County (FL)","NA","7,809","6,235","9,383","6,235 to 9,383","20.3","16.2","24.4","16.2 to 24.4","NA","2,799","2,208","3,389","2,208 to 3,389","27.9","22.0","33.7","22.0 to 33.7","NA","1,799","1,390","2,209","1,390 to 2,209","24.0","18.5","29.5","18.5 to 29.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$19,014","$16,713","$21,302","$16,713 to $21,302"
"2017","12","12065","Jefferson County (FL)","12,857","2,276","1,747","2,805","1,747 to 2,805","17.7","13.6","21.8","13.6 to 21.8","2,434","697","523","871","523 to 871","28.6","21.4","35.8","21.4 to 35.8","1,799","496","364","628","364 to 628","27.6","20.3","34.9","20.3 to 34.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,163","$43,772","$52,554","$43,772 to $52,554"
"2016","12","12065","Jefferson County (FL)","12,694","2,398","1,902","2,894","1,902 to 2,894","18.9","15.0","22.8","15.0 to 22.8","2,436","695","531","859","531 to 859","28.5","21.8","35.2","21.8 to 35.2","1,804","479","357","601","357 to 601","26.6","19.8","33.4","19.8 to 33.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,453","$38,754","$48,152","$38,754 to $48,152"
"2015","12","12065","Jefferson County (FL)","12,752","2,479","1,963","2,995","1,963 to 2,995","19.4","15.4","23.4","15.4 to 23.4","2,445","756","597","915","597 to 915","30.9","24.4","37.4","24.4 to 37.4","1,772","513","390","636","390 to 636","29.0","22.0","36.0","22.0 to 36.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,210","$37,908","$46,512","$37,908 to $46,512"
"2014","12","12065","Jefferson County (FL)","12,702","2,285","1,738","2,832","1,738 to 2,832","18.0","13.7","22.3","13.7 to 22.3","2,424","687","521","853","521 to 853","28.3","21.4","35.2","21.4 to 35.2","1,749","480","361","599","361 to 599","27.4","20.6","34.2","20.6 to 34.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,205","$36,328","$44,082","$36,328 to $44,082"
"2013","12","12065","Jefferson County (FL)","12,861","2,521","1,945","3,097","1,945 to 3,097","19.6","15.1","24.1","15.1 to 24.1","2,444","755","589","921","589 to 921","30.9","24.1","37.7","24.1 to 37.7","1,776","529","398","660","398 to 660","29.8","22.4","37.2","22.4 to 37.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,494","$35,729","$43,259","$35,729 to $43,259"
"2012","12","12065","Jefferson County (FL)","13,030","2,775","2,251","3,299","2,251 to 3,299","21.3","17.3","25.3","17.3 to 25.3","2,546","825","662","988","662 to 988","32.4","26.0","38.8","26.0 to 38.8","1,841","550","430","670","430 to 670","29.9","23.4","36.4","23.4 to 36.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,244","$34,580","$41,908","$34,580 to $41,908"
"2011","12","12065","Jefferson County (FL)","13,279","2,481","1,913","3,049","1,913 to 3,049","18.7","14.4","23.0","14.4 to 23.0","2,669","745","567","923","567 to 923","27.9","21.2","34.6","21.2 to 34.6","1,910","505","374","636","374 to 636","26.4","19.5","33.3","19.5 to 33.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,252","$36,378","$44,126","$36,378 to $44,126"
"2010","12","12065","Jefferson County (FL)","13,383","2,481","1,909","3,053","1,909 to 3,053","18.5","14.2","22.8","14.2 to 22.8","2,710","791","598","984","598 to 984","29.2","22.1","36.3","22.1 to 36.3","1,939","546","415","677","415 to 677","28.2","21.4","35.0","21.4 to 35.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,113","$36,267","$41,959","$36,267 to $41,959"
"2009","12","12065","Jefferson County (FL)","12,607","2,411","1,871","2,951","1,871 to 2,951","19.1","14.8","23.4","14.8 to 23.4","2,610","717","561","872","561 to 872","27.5","21.5","33.4","21.5 to 33.4","1,808","464","354","574","354 to 574","25.7","19.6","31.7","19.6 to 31.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,193","$34,404","$41,981","$34,404 to $41,981"
"2008","12","12065","Jefferson County (FL)","12,634","2,338","1,873","2,803","1,873 to 2,803","18.5","14.8","22.2","14.8 to 22.2","2,642","606","474","737","474 to 737","22.9","17.9","27.9","17.9 to 27.9","1,858","396","304","488","304 to 488","21.3","16.4","26.3","16.4 to 26.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,482","$33,263","$39,700","$33,263 to $39,700"
"2007","12","12065","Jefferson County (FL)","12,510","2,228","1,719","2,736","1,719 to 2,736","17.8","13.7","21.9","13.7 to 21.9","2,656","615","464","765","464 to 765","23.2","17.5","28.8","17.5 to 28.8","1,866","405","301","509","301 to 509","21.7","16.1","27.3","16.1 to 27.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,217","$36,299","$44,135","$36,299 to $44,135"
"2006","12","12065","Jefferson County (FL)","12,732","2,310","1,822","2,797","1,822 to 2,797","18.1","14.3","22.0","14.3 to 22.0","2,794","645","507","782","507 to 782","23.1","18.1","28.0","18.1 to 28.0","1,979","434","334","534","334 to 534","21.9","16.9","27.0","16.9 to 27.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,018","$35,621","$42,415","$35,621 to $42,415"
"2005","12","12065","Jefferson County (FL)","12,454","2,329","1,871","2,786","1,871 to 2,786","18.7","15.0","22.4","15.0 to 22.4","2,814","698","543","852","543 to 852","24.8","19.3","30.3","19.3 to 30.3","2,031","453","344","562","344 to 562","22.3","16.9","27.7","16.9 to 27.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,349","$32,049","$38,649","$32,049 to $38,649"
"2004","12","12065","Jefferson County (FL)","12,567","1,821","1,385","2,258","1,385 to 2,258","14.5","11.0","18.0","11.0 to 18.0","2,862","542","396","688","396 to 688","18.9","13.8","24.0","13.8 to 24.0","2,035","366","253","479","253 to 479","18.0","12.4","23.5","12.4 to 23.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,962","$31,875","$36,186","$31,875 to $36,186"
"2003","12","12065","Jefferson County (FL)","12,550","2,051","1,567","2,534","1,567 to 2,534","16.3","12.5","20.2","12.5 to 20.2","2,923","700","519","880","519 to 880","23.9","17.8","30.1","17.8 to 30.1","2,063","486","344","628","344 to 628","23.6","16.7","30.4","16.7 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,742","$30,739","$34,876","$30,739 to $34,876"
"2002","12","12065","Jefferson County (FL)","12,407","2,090","1,597","2,582","1,597 to 2,582","16.8","12.9","20.8","12.9 to 20.8","2,879","615","456","774","456 to 774","21.4","15.8","26.9","15.8 to 26.9","2,085","430","305","555","305 to 555","20.6","14.6","26.6","14.6 to 26.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,156","$30,020","$34,444","$30,020 to $34,444"
"2001","12","12065","Jefferson County (FL)","12,187","2,159","1,666","2,652","1,666 to 2,652","17.7","13.7","21.8","13.7 to 21.8","2,877","689","515","862","515 to 862","23.9","17.9","30.0","17.9 to 30.0","2,111","463","331","595","331 to 595","21.9","15.7","28.2","15.7 to 28.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,250","$30,117","$34,533","$30,117 to $34,533"
"2000","12","12065","Jefferson County (FL)","11,841","2,095","1,626","2,565","1,626 to 2,565","17.7","13.7","21.7","13.7 to 21.7","2,837","657","499","815","499 to 815","23.1","17.6","28.7","17.6 to 28.7","2,075","436","318","554","318 to 554","21.0","15.3","26.7","15.3 to 26.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$32,924","$30,552","$35,480","$30,552 to $35,480"
"1999","12","12065","Jefferson County (FL)","11,961","2,113","1,610","2,616","1,610 to 2,616","17.7","13.5","21.9","13.5 to 21.9","2,902","736","540","931","540 to 931","25.3","18.6","32.1","18.6 to 32.1","2,137","546","386","706","386 to 706","25.6","18.0","33.1","18.0 to 33.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$31,194","$29,207","$33,316","$29,207 to $33,316"
"1998","12","12065","Jefferson County (FL)","12,236","2,479","1,935","3,024","1,935 to 3,024","20.3","15.8","24.7","15.8 to 24.7","3,771","1,059","801","1,317","801 to 1,317","28.1","21.2","34.9","21.2 to 34.9","2,892","836","616","1,056","616 to 1,056","28.9","21.3","36.5","21.3 to 36.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$29,604","$26,522","$32,668","$26,522 to $32,668"
"1997","12","12065","Jefferson County (FL)","NA","2,710","2,112","3,308","2,112 to 3,308","22.0","17.1","26.8","17.1 to 26.8","NA","1,107","845","1,369","845 to 1,369","28.9","22.1","35.8","22.1 to 35.8","NA","821","615","1,027","615 to 1,027","27.8","20.8","34.8","20.8 to 34.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,788","$24,693","$30,867","$24,693 to $30,867"
"1996","12","12065","Jefferson County (FL)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1995","12","12065","Jefferson County (FL)","NA","2,777","2,205","3,349","2,205 to 3,349","22.3","17.7","26.9","17.7 to 26.9","NA","1,222","966","1,478","966 to 1,478","31.2","24.7","37.8","24.7 to 37.8","NA","821","644","998","644 to 998","27.7","21.7","33.6","21.7 to 33.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$26,515","$23,415","$29,599","$23,415 to $29,599"
"1993","12","12065","Jefferson County (FL)","NA","2,726","2,165","3,286","2,165 to 3,286","22.9","18.2","27.6","18.2 to 27.6","NA","1,080","851","1,309","851 to 1,309","28.9","22.8","35.0","22.8 to 35.0","NA","705","545","865","545 to 865","25.4","19.6","31.1","19.6 to 31.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$22,948","$20,661","$25,222","$20,661 to $25,222"
"1989","12","12065","Jefferson County (FL)","NA","2,560","2,031","3,090","2,031 to 3,090","22.7","18.0","27.4","18.0 to 27.4","NA","1,083","845","1,321","845 to 1,321","32.1","25.1","39.2","25.1 to 39.2","NA","690","528","852","528 to 852","27.9","21.3","34.4","21.3 to 34.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$17,433","$15,157","$19,698","$15,157 to $19,698"
"2017","12","12067","Lafayette County (FL)","6,965","1,579","1,221","1,937","1,221 to 1,937","22.7","17.6","27.8","17.6 to 27.8","1,679","492","365","619","365 to 619","29.3","21.7","36.9","21.7 to 36.9","1,321","338","245","431","245 to 431","25.6","18.6","32.6","18.6 to 32.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,549","$36,872","$46,226","$36,872 to $46,226"
"2016","12","12067","Lafayette County (FL)","6,892","1,609","1,242","1,976","1,242 to 1,976","23.3","18.0","28.6","18.0 to 28.6","1,734","493","374","612","374 to 612","28.4","21.5","35.3","21.5 to 35.3","1,368","331","246","416","246 to 416","24.2","18.0","30.4","18.0 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,653","$36,261","$45,045","$36,261 to $45,045"
"2015","12","12067","Lafayette County (FL)","6,919","1,645","1,259","2,031","1,259 to 2,031","23.8","18.2","29.4","18.2 to 29.4","1,707","504","396","612","396 to 612","29.5","23.2","35.8","23.2 to 35.8","1,273","339","258","420","258 to 420","26.6","20.2","33.0","20.2 to 33.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,345","$36,112","$44,578","$36,112 to $44,578"
"2014","12","12067","Lafayette County (FL)","7,009","1,791","1,400","2,182","1,400 to 2,182","25.6","20.0","31.2","20.0 to 31.2","1,746","537","414","660","414 to 660","30.8","23.8","37.8","23.8 to 37.8","1,296","358","271","445","271 to 445","27.6","20.9","34.3","20.9 to 34.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,071","$33,973","$42,169","$33,973 to $42,169"
"2013","12","12067","Lafayette County (FL)","7,031","1,774","1,373","2,175","1,373 to 2,175","25.2","19.5","30.9","19.5 to 30.9","1,801","585","454","716","454 to 716","32.5","25.2","39.8","25.2 to 39.8","1,322","391","293","489","293 to 489","29.6","22.2","37.0","22.2 to 37.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,120","$33,409","$40,831","$33,409 to $40,831"
"2012","12","12067","Lafayette County (FL)","6,968","1,838","1,455","2,221","1,455 to 2,221","26.4","20.9","31.9","20.9 to 31.9","1,774","546","431","661","431 to 661","30.8","24.3","37.3","24.3 to 37.3","1,291","367","287","447","287 to 447","28.4","22.2","34.6","22.2 to 34.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,054","$30,963","$37,145","$30,963 to $37,145"
"2011","12","12067","Lafayette County (FL)","6,829","1,622","1,253","1,991","1,253 to 1,991","23.8","18.4","29.2","18.4 to 29.2","1,755","486","378","594","378 to 594","27.7","21.5","33.9","21.5 to 33.9","1,286","312","234","390","234 to 390","24.3","18.2","30.4","18.2 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,407","$37,233","$43,581","$37,233 to $43,581"
"2010","12","12067","Lafayette County (FL)","6,776","1,761","1,393","2,129","1,393 to 2,129","26.0","20.6","31.4","20.6 to 31.4","1,780","510","390","630","390 to 630","28.7","21.9","35.5","21.9 to 35.5","1,280","333","253","413","253 to 413","26.0","19.8","32.2","19.8 to 32.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,001","$32,485","$39,517","$32,485 to $39,517"
"2009","12","12067","Lafayette County (FL)","6,214","1,526","1,159","1,892","1,159 to 1,892","24.6","18.7","30.4","18.7 to 30.4","1,530","444","346","542","346 to 542","29.0","22.6","35.4","22.6 to 35.4","1,047","288","222","354","222 to 354","27.5","21.2","33.8","21.2 to 33.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,689","$31,960","$39,418","$31,960 to $39,418"
"2008","12","12067","Lafayette County (FL)","6,162","1,575","1,247","1,903","1,247 to 1,903","25.6","20.2","30.9","20.2 to 30.9","1,543","464","364","564","364 to 564","30.1","23.6","36.6","23.6 to 36.6","1,038","286","220","352","220 to 352","27.6","21.2","33.9","21.2 to 33.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,293","$35,489","$43,097","$35,489 to $43,097"
"2007","12","12067","Lafayette County (FL)","6,149","1,350","1,019","1,681","1,019 to 1,681","22.0","16.6","27.3","16.6 to 27.3","1,520","396","295","496","295 to 496","26.1","19.4","32.6","19.4 to 32.6","1,044","239","175","303","175 to 303","22.9","16.8","29.0","16.8 to 29.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,855","$33,347","$40,362","$33,347 to $40,362"
"2006","12","12067","Lafayette County (FL)","6,239","1,391","1,071","1,711","1,071 to 1,711","22.3","17.2","27.4","17.2 to 27.4","1,525","424","331","517","331 to 517","27.8","21.7","33.9","21.7 to 33.9","1,051","263","201","325","201 to 325","25.0","19.1","30.9","19.1 to 30.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,234","$30,176","$36,292","$30,176 to $36,292"
"2005","12","12067","Lafayette County (FL)","6,079","1,433","1,126","1,741","1,126 to 1,741","23.6","18.5","28.6","18.5 to 28.6","1,595","494","377","611","377 to 611","31.0","23.7","38.3","23.7 to 38.3","1,091","322","241","403","241 to 403","29.5","22.1","37.0","22.1 to 37.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$31,038","$28,060","$34,017","$28,060 to $34,017"
"2004","12","12067","Lafayette County (FL)","6,136","1,139","783","1,494","783 to 1,494","18.6","12.8","24.3","12.8 to 24.3","1,623","348","236","461","236 to 461","21.5","14.5","28.4","14.5 to 28.4","1,093","257","163","351","163 to 351","23.5","14.9","32.1","14.9 to 32.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,896","$25,884","$30,064","$25,884 to $30,064"
"2003","12","12067","Lafayette County (FL)","5,954","1,134","789","1,478","789 to 1,478","19.0","13.3","24.8","13.3 to 24.8","1,548","385","266","504","266 to 504","24.9","17.2","32.6","17.2 to 32.6","1,073","275","179","371","179 to 371","25.6","16.7","34.6","16.7 to 34.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,177","$25,213","$29,293","$25,213 to $29,293"
"2002","12","12067","Lafayette County (FL)","5,971","1,390","960","1,820","960 to 1,820","23.3","16.1","30.5","16.1 to 30.5","1,556","344","243","446","243 to 446","22.1","15.6","28.7","15.6 to 28.7","1,082","259","174","344","174 to 344","23.9","16.1","31.8","16.1 to 31.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,533","$25,450","$29,786","$25,450 to $29,786"
"2001","12","12067","Lafayette County (FL)","5,974","1,406","983","1,829","983 to 1,829","23.5","16.5","30.6","16.5 to 30.6","1,560","381","273","490","273 to 490","24.4","17.5","31.4","17.5 to 31.4","1,080","267","182","352","182 to 352","24.7","16.8","32.6","16.8 to 32.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$28,723","$26,600","$31,016","$26,600 to $31,016"
"2000","12","12067","Lafayette County (FL)","5,901","1,217","860","1,574","860 to 1,574","20.6","14.6","26.7","14.6 to 26.7","1,544","387","282","492","282 to 492","25.1","18.3","31.9","18.3 to 31.9","1,077","261","183","339","183 to 339","24.2","17.0","31.5","17.0 to 31.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$30,008","$27,668","$32,545","$27,668 to $32,545"
"1999","12","12067","Lafayette County (FL)","5,735","978","695","1,260","695 to 1,260","17.0","12.1","22.0","12.1 to 22.0","1,511","374","267","482","267 to 482","24.8","17.7","31.9","17.7 to 31.9","1,068","256","176","336","176 to 336","24.0","16.5","31.5","16.5 to 31.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$29,338","$27,298","$31,531","$27,298 to $31,531"
"1998","12","12067","Lafayette County (FL)","5,339","1,084","805","1,362","805 to 1,362","20.3","15.1","25.5","15.1 to 25.5","1,601","384","272","495","272 to 495","24.0","17.0","30.9","17.0 to 30.9","1,209","362","251","473","251 to 473","29.9","20.8","39.1","20.8 to 39.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$29,621","$26,578","$32,647","$26,578 to $32,647"
"1997","12","12067","Lafayette County (FL)","NA","1,251","915","1,588","915 to 1,588","24.1","17.6","30.5","17.6 to 30.5","NA","401","291","511","291 to 511","25.7","18.7","32.7","18.7 to 32.7","NA","334","236","432","236 to 432","28.1","19.9","36.4","19.9 to 36.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$27,354","$24,255","$30,436","$24,255 to $30,436"
"1996","12","12067","Lafayette County (FL)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1995","12","12067","Lafayette County (FL)","NA","1,301","980","1,622","980 to 1,622","24.7","18.6","30.8","18.6 to 30.8","NA","500","380","620","380 to 620","30.9","23.5","38.4","23.5 to 38.4","NA","368","275","461","275 to 461","30.3","22.6","38.0","22.6 to 38.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$24,505","$21,409","$27,583","$21,409 to $27,583"
"1993","12","12067","Lafayette County (FL)","NA","1,187","932","1,443","932 to 1,443","22.8","17.9","27.7","17.9 to 27.7","NA","440","343","537","343 to 537","27.8","21.6","33.9","21.6 to 33.9","NA","295","225","365","225 to 365","25.2","19.2","31.2","19.2 to 31.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$23,159","$20,879","$25,427","$20,879 to $25,427"
